unique_id,mean,std,e_acf1,trend,linearity,curvature,seasonal_strength,peak,trough,entropy,lumpiness,spike,Vchange,Lchange
Skoda Octavia,1.7354711411553398,0.9585298005719364,0.7598915024229452,0.577880081610618,-0.29838798631941144,-0.6676686119830628,0.682554397254892,-0.4560484668812704,0.5621843892425156,0.3784856018530699,-0.6807759572942945,-0.46539294253712266,0.923076979063704,1.9514080217010223
Skoda Other,1.2080703756928046,1.591766514535758,-0.6723516796356778,1.9268269445665953,1.5379847114358123,2.497918850405246,-0.17128428797807918,-0.4560484668812704,-0.8613283761789001,-2.2638643085686434,-1.1398654273788635,-0.6838932058210014,0.004662189848215101,0.8770028520817681
Skoda Rapid,-0.7024336020068213,-0.5790566730855021,-1.8577739376590805,0.15653617501915937,-1.0588052410838797,0.5551310173906577,1.1531428132613628,-0.4560484668812704,-0.5054501848235462,0.5198146352094176,1.6687609006645971,-0.39609605854166796,-0.47229517910026364,-0.7090238268799878
Skoda Scala,-0.5774671555719233,-0.49243364677598517,0.37431930747659387,0.9345166287212037,0.9055992949496253,-1.1165712122933458,-0.6132509369112054,-0.4560484668812704,-0.5054501848235462,-1.5071740599437193,-0.45238872945062264,-0.4833446137469536,-0.46587106020597335,-0.578792897229169
Skoda Superb,0.5218139579825177,0.18032341374369423,-1.1353618850959923,0.047883065938646864,-0.49721827570265714,-0.8958269959336144,0.4358700752703186,-0.4560484668812704,-0.5054501848235462,0.6234844528124296,-0.38043618511861493,-0.30403715969679584,-0.030285686115775392,0.6235176497257103
Skoda Yeti,-0.7384408831829783,-0.6484906765249603,-1.6674816318789891,1.451676222451049,-1.701621667575015,2.050151847930514,0.23183114056352536,2.613936334563379,-0.5054501848235462,-0.06611176046058091,1.2887288828756251,-0.579688884259851,-0.48449096731364283,-0.748558216238272
Volkswagen Arteon,-0.3169438858856107,-0.4535162694781355,-0.14742819840920154,-0.6117176043287131,0.22658278167474902,-0.5690259134467812,-1.2995794530725246,-0.07230036670068919,0.5621843892425156,0.44704966909872024,-1.1429197119683079,-0.2843421591125104,-0.4438383399357122,-0.3067032763515658
Volkswagen Beetle,-0.6685443961939675,-0.48912346635644505,-0.38796546853931296,-0.05595174411612201,-1.1950517644415017,0.980077575946937,0.9231545907486843,-0.4560484668812704,-1.573084758889608,0.6735455108607082,1.3691036864346922,-0.26399173233167184,-0.45131641583609694,-0.6718149898368968
Volkswagen E-Golf,-0.6918432251903045,-0.6251649750755089,-0.21641494212368362,-0.44879154978344427,-0.7073947619655803,-0.9469159818671022,-0.9014582955160246,1.4626920340216356,0.9180625805978695,0.618885196651986,-0.342726929877392,-0.2117822993850906,-0.48040897509956254,-0.6973960653040218
Volkswagen E-Up,-0.7469131846361917,-0.6829161966684794,0.1603898493830069,-1.6072276821974298,-0.09679921525661943,-0.45046416442984255,-1.9976683219889673,0.6951958336604732,-0.5054501848235462,1.0492507998846705,0.53836937484686,1.8960750722333921,-0.48509322845998254,-0.7578604254990448
Volkswagen Golf,3.726461982660493,2.309680784262758,0.7392874072645843,1.2582670527502844,-1.4666552918296702,-0.10520090351094968,1.8624694072150236,-0.4560484668812704,-1.928962950244962,-0.20238443827972183,-0.8741444255849998,-0.7050784890005063,4.385559956752155,4.083939494733178
Volkswagen Id.3,-0.49062606567648576,-0.34279474698332246,0.027804474773539423,1.3549954567150788,2.078552939135622,0.8720362591643035,-1.464941868919619,2.9976844347439604,0.5621843892425156,-3.0149642859500245,0.18409368680343893,-0.441628295197948,-0.446481597189092,-0.5160029847189529
